Index, u_t(us), y_t(us), u(rad), Theta(rad), Omega(rad/s), Omega_ref(rad/s)
7941, 34321455, 34321983, 1.71851528, 1.53067017, 5.34920502, 0.51924562
7942, 34322455, 34322983, 1.72295332, 1.53563023, 5.31745911, 0.17308187
7943, 34323455, 34323987, 1.72733164, 1.54097080, 5.31745911, 0.40385768
7944, 34324455, 34324982, 1.73164964, 1.54631138, 5.31745911, 0.51924562
7945, 34325455, 34325984, 1.73590553, 1.55165195, 5.47618866, 0.28846979
7946, 34326455, 34326986, 1.74009788, 1.55699253, 5.34920502, 0.05769395
7947, 34327455, 34327988, 1.74422538, 1.56195164, 5.31745911, 0.05769395
7948, 34328455, 34328988, 1.74828684, 1.56729221, 5.28571320, 0.17308187
7949, 34329455, 34329984, 1.75228095, 1.57225132, 5.25396729, -0.05769395
7950, 34330455, 34330985, 1.75620687, 1.57759190, 5.25396729, 0.17308187
7951, 34331455, 34331981, 1.76006222, 1.58255100, 5.22222137, 0.51924562
7952, 34332455, 34332985, 1.76384580, 1.58751011, 5.15872955, 0.17308187
7953, 34333455, 34333989, 1.76755726, 1.59285069, 4.96825409, 0.17308187
7954, 34334455, 34334987, 1.77119589, 1.59742928, 5.06349182, 0.05769395
7955, 34335455, 34335990, 1.77476060, 1.60276985, 5.06349182, -0.05769395
7956, 34336455, 34336984, 1.77825117, 1.60772896, 5.06349182, 0.05769395
7957, 34337455, 34337984, 1.78166759, 1.61268806, 5.03174591, 0.17308187
7958, 34338455, 34338980, 1.78500819, 1.61764717, 5.00000000, 0.28846979
7959, 34339455, 34339980, 1.78827262, 1.62260628, 5.00000000, 0.05769395
7960, 34340455, 34340982, 1.79146123, 1.62718391, 5.00000000, -0.05769395
7961, 34341455, 34341983, 1.79457426, 1.63176155, 4.93650818, -0.17308187
7962, 34342455, 34342981, 1.79761112, 1.63672066, 4.90476227, 0.28846979
7963, 34343455, 34343985, 1.80057025, 1.64167976, 4.87301636, -0.05769395
7964, 34344455, 34344981, 1.80345082, 1.64625740, 4.84127045, 0.05769395
7965, 34345455, 34345979, 1.80625343, 1.65083504, 4.80952454, 0.40385768
7966, 34346455, 34346982, 1.80897737, 1.65503120, 4.74603271, 0.05769395
7967, 34347455, 34347988, 1.81162238, 1.65960979, 4.68254089, -0.05769395
7968, 34348455, 34348982, 1.81418657, 1.66418743, 4.65079498, -0.28846979
7969, 34349455, 34349982, 1.81666803, 1.66876507, 4.58730316, -0.17308187
7970, 34350455, 34350980, 1.81906533, 1.67334270, 4.55555725, -0.17308187
7971, 34351455, 34351980, 1.82137847, 1.67715740, 4.49206543, 0.05769395
7972, 34352455, 34352981, 1.82360530, 1.68173504, 4.46031952, -0.05769395
7973, 34353455, 34353983, 1.82574344, 1.68593121, 4.42857361, -0.05769395
7974, 34354455, 34354979, 1.82779217, 1.69012737, 4.39682770, -0.17308187
7975, 34355455, 34355979, 1.82974911, 1.69432354, 4.36508179, -0.05769395
7976, 34356455, 34356977, 1.83161259, 1.69851971, 4.30158997, -0.28846979
7977, 34357455, 34357980, 1.83338189, 1.70233440, 4.26984406, -0.17308187
7978, 34358455, 34358980, 1.83505619, 1.70653057, 4.20635223, -0.17308187
7979, 34359455, 34359984, 1.83663344, 1.71034527, 4.14286041, -0.05769395
7980, 34360455, 34360982, 1.83811200, 1.71377850, 4.07936859, -0.05769395
7981, 34361455, 34361978, 1.83949053, 1.71759319, 4.01587677, 0.28846979
7982, 34362455, 34362982, 1.84076786, 1.72140884, 3.95237732, -0.28846979
7983, 34363455, 34363979, 1.84194183, 1.72522354, 3.88888550, -0.17308187
7984, 34364455, 34364975, 1.84301233, 1.72865677, 3.82539368, -0.51924562
7985, 34365455, 34365975, 1.84397912, 1.73247147, 3.76190186, -0.40385768
7986, 34366455, 34366975, 1.84484076, 1.73590469, 3.73015594, -0.51924562
7987, 34367455, 34367979, 1.84559667, 1.73933792, 3.66666412, -0.17308187
7988, 34368455, 34368979, 1.84624612, 1.74277115, 3.63491821, -0.17308187
7989, 34369455, 34369982, 1.84678817, 1.74582291, 3.57142639, -0.05769395
7990, 34370455, 34370974, 1.84722221, 1.74925613, 3.53968048, -0.28846979
7991, 34371455, 34371976, 1.84754837, 1.75230789, 3.47618866, -0.28846979
7992, 34372455, 34372980, 1.84776616, 1.75574112, 3.38095093, -0.17308187
7993, 34373455, 34373978, 1.84787452, 1.75879288, 3.34920502, -0.28846979
7994, 34374455, 34374976, 1.84787214, 1.76146317, 3.22222137, -0.28846979
7995, 34375455, 34375985, 1.84775925, 1.76451492, 3.15872955, -0.28846979
7996, 34376455, 34376973, 1.84753549, 1.76718521, 3.09523773, -0.75002146
7997, 34377455, 34377975, 1.84720075, 1.76985550, 3.00000000, -0.40385768
7998, 34378455, 34378975, 1.84675562, 1.77214432, 2.93650818, -0.63463354
7999, 34379455, 34379971, 1.84620070, 1.77519608, 2.84127045, -0.40385768
8000, 34380455, 34380972, 1.84553623, 1.77748489, 2.77777863, -0.28846979
8001, 34381455, 34381974, 1.84476221, 1.77939224, 2.68254089, -0.28846979
8002, 34382455, 34382976, 1.84387887, 1.78168201, 2.61904907, -0.28846979
8003, 34383455, 34383990, 1.84288681, 1.78397083, 2.49206543, -0.75002146
8004, 34384455, 34384984, 1.84178638, 1.78587818, 2.39682770, -0.63463354
8005, 34385455, 34385975, 1.84057724, 1.78778553, 2.33333588, -0.63463354
8006, 34386455, 34386971, 1.83925915, 1.78969288, 2.20635223, -0.75002146
8007, 34387455, 34387985, 1.83783364, 1.79121876, 2.14286041, -0.40385768
8008, 34388455, 34388985, 1.83630252, 1.79312611, 2.04762268, -0.51924562
8009, 34389455, 34389975, 1.83466673, 1.79427052, 1.95237732, -0.75002146
8010, 34390455, 34390973, 1.83292735, 1.79579639, 1.82539368, -0.51924562
8011, 34391455, 34391986, 1.83108509, 1.79694080, 1.73015594, -0.40385768
8012, 34392455, 34392974, 1.82914114, 1.79846668, 1.63491821, -0.51924562
8013, 34393455, 34393984, 1.82709742, 1.79961109, 1.53968048, -0.51924562
8014, 34394455, 34394972, 1.82495618, 1.80037403, 1.44444275, -0.86540931
8015, 34395455, 34395970, 1.82271802, 1.80113697, 1.31745911, -0.51924562
8016, 34396455, 34396986, 1.82038474, 1.80228138, 1.22222137, -0.86540931
8017, 34397455, 34397975, 1.81795824, 1.80304432, 1.12698364, -0.75002146
8018, 34398455, 34398985, 1.81544030, 1.80342579, 1.03174591, -0.63463354
8019, 34399455, 34399987, 1.81283379, 1.80380726, 0.93650818, -0.63463354
8020, 34400455, 34400983, 1.81014240, 1.80418873, 0.84127045, -0.40385768
8021, 34401455, 34401983, 1.80736721, 1.80457020, 0.74603271, -0.98079723
8022, 34402455, 34402983, 1.80451035, 1.80495167, 0.65079498, -0.40385768
8023, 34403455, 34403987, 1.80157590, 1.80495167, 0.55555725, -0.51924562
8024, 34404455, 34404988, 1.79856670, 1.80533314, 0.46031952, -0.51924562
8025, 34405455, 34405984, 1.79548550, 1.80533314, 0.36508179, -0.63463354
8026, 34406455, 34406984, 1.79233301, 1.80495167, 0.26984406, -0.40385768
8027, 34407455, 34407982, 1.78911221, 1.80495167, 0.17460632, -0.63463354
8028, 34408455, 34408980, 1.78582585, 1.80495167, 0.11111450, -0.40385768
8029, 34409455, 34409983, 1.78247499, 1.80457020, 0.01587677, -0.63463354
8030, 34410455, 34410987, 1.77906072, 1.80418873, -0.04762268, -0.51924562
8031, 34411455, 34411979, 1.77558434, 1.80380726, -0.11111450, -0.40385768
8032, 34412455, 34412983, 1.77204716, 1.80304432, -0.17460632, -0.63463354
8033, 34413455, 34413985, 1.76845014, 1.80304432, -0.23809814, -0.86540931
8034, 34414455, 34414983, 1.76479542, 1.80228138, -0.30158997, -0.63463354
8035, 34415455, 34415990, 1.76108420, 1.80151844, -0.36508179, -0.51924562
8036, 34416455, 34416992, 1.75731754, 1.80075550, -0.42857361, -0.86540931
8037, 34417455, 34417984, 1.75349629, 1.79999256, -0.49206543, -0.51924562
8038, 34418455, 34418990, 1.74962032, 1.79922962, -0.55555725, -0.63463354
8039, 34419455, 34419982, 1.74569130, 1.79808521, -0.61904907, -0.51924562
8040, 34420455, 34420983, 1.74170947, 1.79694080, -0.71428680, -0.28846979
8041, 34421455, 34421979, 1.73767710, 1.79579639, -0.80952454, -0.51924562
8042, 34422455, 34422985, 1.73359644, 1.79465199, -0.90476227, -0.40385768
8043, 34423455, 34423985, 1.72946787, 1.79350758, -0.93650818, -0.40385768
8044, 34424455, 34424983, 1.72529268, 1.79198170, -1.03174591, -0.63463354
8045, 34425455, 34425979, 1.72107327, 1.79045582, -1.12698364, -0.63463354
8046, 34426455, 34426980, 1.71681190, 1.78931141, -1.19047546, -0.51924562
8047, 34427455, 34427982, 1.71251070, 1.78740406, -1.28571320, -0.63463354
8048, 34428455, 34428982, 1.70817196, 1.78587818, -1.34920502, -0.51924562
8049, 34429455, 34429986, 1.70379734, 1.78397083, -1.41269684, -0.63463354
8050, 34430455, 34430982, 1.69938910, 1.78244495, -1.44444275, -0.40385768
8051, 34431455, 34431980, 1.69494998, 1.78091812, -1.53968430, -0.51924562
8052, 34432455, 34432985, 1.69048131, 1.77862930, -1.60317612, -0.63463354
8053, 34433455, 34433979, 1.68598568, 1.77672195, -1.69841385, -0.51924562
8054, 34434455, 34434979, 1.68146574, 1.77481461, -1.76190567, -0.63463354
8055, 34435455, 34435979, 1.67692256, 1.77214432, -1.82539749, -0.51924562
8056, 34436455, 34436989, 1.67235816, 1.77023697, -1.92063522, -0.98079723
8057, 34437455, 34437980, 1.66777444, 1.76794815, -2.01587296, -0.63463354
8058, 34438455, 34438980, 1.66317272, 1.76527786, -2.07936478, -0.51924562
8059, 34439455, 34439982, 1.65855503, 1.76298904, -2.14285660, -0.51924562
8060, 34440455, 34440982, 1.65392363, 1.76031876, -2.23809433, -0.51924562
8061, 34441455, 34441976, 1.64928114, 1.75802994, -2.30158615, -0.63463354
8062, 34442455, 34442983, 1.64462960, 1.75535965, -2.36507797, -0.28846979
8063, 34443455, 34443981, 1.63997042, 1.75230789, -2.42856979, -0.63463354
8064, 34444455, 34444981, 1.63530445, 1.74963760, -2.49206161, -0.28846979
8065, 34445455, 34445981, 1.63063312, 1.74696732, -2.55555725, -0.40385768
8066, 34446455, 34446987, 1.62595737, 1.74391556, -2.61904907, -0.17308187
8067, 34447455, 34447979, 1.62127733, 1.74086380, -2.68254089, -0.40385768
8068, 34448455, 34448984, 1.61659372, 1.73781204, -2.74603271, -0.63463354
8069, 34449455, 34449978, 1.61190784, 1.73476028, -2.84127045, -0.75002146
8070, 34450455, 34450988, 1.60722148, 1.73170853, -2.93650818, -0.05769395
8071, 34451455, 34451986, 1.60253584, 1.72827530, -3.00000000, -0.40385768
8072, 34452455, 34452978, 1.59785116, 1.72522354, -3.03174591, -0.17308187
8073, 34453455, 34453980, 1.59316707, 1.72179031, -3.09523773, -0.28846979
8074, 34454455, 34454977, 1.58848405, 1.71873760, -3.12698364, -0.40385768
8075, 34455455, 34455979, 1.58380198, 1.71530437, -3.19047546, -0.28846979
8076, 34456455, 34456983, 1.57912159, 1.71187115, -3.22222137, -0.28846979
8077, 34457455, 34457983, 1.57444382, 1.70805645, -3.25396729, -0.28846979
8078, 34458455, 34458985, 1.56976926, 1.70462322, -3.31745911, -0.28846979
8079, 34459455, 34459983, 1.56509805, 1.70118999, -3.34920502, -0.17308187
8080, 34460455, 34460980, 1.56043017, 1.69813824, -3.38095093, -0.28846979
8081, 34461455, 34461986, 1.55576479, 1.69432354, -3.44444275, -0.40385768
8082, 34462455, 34462986, 1.55110204, 1.69050884, -3.44444275, -0.05769395
8083, 34463455, 34463986, 1.54644239, 1.68707561, -3.50793839, 0.17308187
8084, 34464455, 34464980, 1.54178631, 1.68326092, -3.53968430, -0.05769395
8085, 34465455, 34465987, 1.53713298, 1.67982769, -3.60317612, -0.28846979
8086, 34466455, 34466979, 1.53248179, 1.67601299, -3.60317612, -0.17308187
8087, 34467455, 34467989, 1.52783287, 1.67219830, -3.63492203, -0.28846979
8088, 34468455, 34468989, 1.52318549, 1.66800213, -3.69841385, -0.17308187
8089, 34469455, 34469981, 1.51853991, 1.66418743, -3.69841385, -0.51924562
8090, 34470455, 34470989, 1.51389563, 1.66075420, -3.76190567, -0.17308187
8091, 34471455, 34471990, 1.50925219, 1.65655804, -3.79365158, -0.05769395
8092, 34472455, 34472988, 1.50460768, 1.65274239, -3.79365158, 0.28846979
8093, 34473455, 34473994, 1.49996114, 1.64854622, -3.82539749, 0.05769395
8094, 34474455, 34474988, 1.49531221, 1.64473152, -3.85714340, -0.05769395
8095, 34475455, 34475984, 1.49065936, 1.64091682, -3.88888931, -0.28846979
8096, 34476455, 34476989, 1.48600185, 1.63672066, -3.92063522, -0.05769395
8097, 34477455, 34477991, 1.48133814, 1.63252449, -3.95238113, -0.17308187
8098, 34478455, 34478993, 1.47666562, 1.62832832, -3.98412704, -0.05769395
8099, 34479455, 34479989, 1.47198379, 1.62451363, -4.01587296, -0.17308187
8100, 34480455, 34480983, 1.46729147, 1.62031746, -4.01587296, 0.40385768
8101, 34481455, 34481989, 1.46258664, 1.61612129, -4.04761887, 0.05769395
8102, 34482455, 34482990, 1.45786738, 1.61192513, -4.11111069, -0.05769395
8103, 34483455, 34483988, 1.45313120, 1.60772896, -4.14285660, -0.05769395
8104, 34484455, 34484988, 1.44837594, 1.60353279, -4.14285660, -0.17308187
8105, 34485455, 34485988, 1.44359899, 1.59933662, -4.17460251, -0.17308187
8106, 34486455, 34486984, 1.43879950, 1.59475899, -4.20634842, -0.17308187
8107, 34487455, 34487985, 1.43397510, 1.59056187, -4.23809433, 0.17308187
8108, 34488455, 34488987, 1.42912424, 1.58636570, -4.23809433, 0.05769395
8109, 34489455, 34489987, 1.42424548, 1.58216953, -4.26984024, 0.05769395
8110, 34490455, 34490985, 1.41933763, 1.57797337, -4.23809433, -0.05769395
8111, 34491455, 34491983, 1.41439998, 1.57377720, -4.26984024, -0.05769395
8112, 34492455, 34492983, 1.40943229, 1.56919956, -4.26984024, -0.05769395
8113, 34493455, 34493986, 1.40443492, 1.56500340, -4.30158615, -0.05769395
8114, 34494455, 34494986, 1.39940846, 1.56080723, -4.30158615, 0.05769395
8115, 34495455, 34495982, 1.39435232, 1.55622959, -4.30158615, 0.28846979
8116, 34496455, 34496982, 1.38926697, 1.55165195, -4.33333206, 0.17308187
8117, 34497455, 34497982, 1.38415301, 1.54745579, -4.36507797, -0.05769395
8118, 34498455, 34498980, 1.37901127, 1.54287815, -4.39682388, 0.17308187
8119, 34499455, 34499981, 1.37384272, 1.53791904, -4.42856979, 0.17308187
8120, 34500455, 34500987, 1.36864948, 1.53372288, -4.39682388, -0.05769395
8121, 34501455, 34501981, 1.36343348, 1.52914429, -4.42856979, 0.05769395
8122, 34502455, 34502979, 1.35819554, 1.52494812, -4.46031570, 0.05769395
8123, 34503455, 34503979, 1.35293710, 1.52037048, -4.46031570, 0.28846979
8124, 34504455, 34504979, 1.34765947, 1.51579285, -4.49206161, 0.05769395
8125, 34505455, 34505980, 1.34236515, 1.51159668, -4.49206161, -0.05769395
8126, 34506455, 34506982, 1.33705568, 1.50701904, -4.49206161, 0.05769395
8127, 34507455, 34507976, 1.33173394, 1.50244141, -4.49206161, 0.28846979
8128, 34508455, 34508978, 1.32640219, 1.49786377, -4.49206161, 0.05769395
8129, 34509455, 34509978, 1.32106233, 1.49328613, -4.49206161, 0.17308187
8130, 34510455, 34510981, 1.31571615, 1.48908997, -4.49206161, 0.28846979
8131, 34511455, 34511979, 1.31036723, 1.48451233, -4.49206161, 0.05769395
8132, 34512455, 34512979, 1.30501747, 1.47955322, -4.49206161, 0.05769395
8133, 34513455, 34513979, 1.29966998, 1.47535706, -4.52381134, 0.17308187
8134, 34514455, 34514983, 1.29432881, 1.47077942, -4.55555725, 0.17308187
8135, 34515455, 34515982, 1.28899765, 1.46620083, -4.55555725, 0.05769395
8136, 34516455, 34516980, 1.28368068, 1.46162319, -4.55555725, 0.05769395
8137, 34517455, 34517978, 1.27838254, 1.45704556, -4.55555725, 0.05769395
8138, 34518455, 34518984, 1.27310920, 1.45246792, -4.58730316, 0.28846979
8139, 34519455, 34519978, 1.26786518, 1.44789028, -4.58730316, 0.28846979
8140, 34520455, 34520978, 1.26265585, 1.44331264, -4.55555725, 0.17308187
8141, 34521455, 34521977, 1.25748789, 1.43911648, -4.55555725, 0.17308187
8142, 34522455, 34522977, 1.25236964, 1.43415737, -4.55555725, 0.17308187
8143, 34523455, 34523975, 1.24730766, 1.42996120, -4.52381134, -0.05769395
8144, 34524455, 34524975, 1.24231315, 1.42538357, -4.55555725, 0.05769395
8145, 34525455, 34525975, 1.23739862, 1.42080593, -4.55555725, 0.17308187
8146, 34526455, 34526985, 1.23257720, 1.41622829, -4.52381134, 0.51924562
8147, 34527455, 34527974, 1.22786760, 1.41165066, -4.55555725, 0.05769395
8148, 34528455, 34528976, 1.22328782, 1.40707302, -4.55555725, 0.05769395
8149, 34529455, 34529978, 1.21886194, 1.40249443, -4.55555725, -0.28846979
8150, 34530455, 34530974, 1.21461296, 1.39791679, -4.55555725, 0.17308187
8151, 34531455, 34531976, 1.21056998, 1.39333916, -4.58730316, 0.17308187
8152, 34532455, 34532975, 1.20676053, 1.38876152, -4.58730316, 0.40385768
8153, 34533455, 34533973, 1.20321381, 1.38456535, -4.58730316, -0.05769395
8154, 34534455, 34534977, 1.19995570, 1.37960625, -4.58730316, 0.05769395
8155, 34535455, 34535975, 1.19701219, 1.37541008, -4.55555725, 0.17308187
8156, 34536455, 34536989, 1.19440532, 1.37083244, -4.58730316, 0.28846979
8157, 34537455, 34537987, 1.19215679, 1.36625481, -4.55555725, 0.17308187
8158, 34538455, 34538986, 1.19028926, 1.36167717, -4.52381134, 0.17308187
8159, 34539455, 34539988, 1.18881822, 1.35709953, -4.55555725, 0.40385768
8160, 34540455, 34540982, 1.18775582, 1.35290337, -4.55555725, 0.51924562
8161, 34541455, 34541972, 1.18711138, 1.34832573, -4.52381134, 0.51924562
8162, 34542455, 34542968, 1.18689036, 1.34412956, -4.52381134, 0.51924562
8163, 34543455, 34543968, 1.18709326, 1.33955097, -4.52381134, 0.51924562
8164, 34544455, 34544987, 1.18771267, 1.33535480, -4.46031570, 0.86540931
8165, 34545455, 34545985, 1.18873572, 1.33115864, -4.42856979, 0.98079723
8166, 34546455, 34546985, 1.19014025, 1.32696247, -4.39682388, 1.09618521
8167, 34547455, 34547983, 1.19189680, 1.32314777, -4.33333206, 1.21157312
8168, 34548455, 34548983, 1.19396532, 1.31933308, -4.26984024, 1.55773675
8169, 34549455, 34549984, 1.19630265, 1.31551838, -4.20634842, 1.21157312
8170, 34550455, 34550970, 1.19887066, 1.31170368, -4.14285660, 0.98079723
8171, 34551455, 34551986, 1.20163274, 1.30827045, -4.01587296, 1.55773675
8172, 34552455, 34552988, 1.20455933, 1.30483723, -3.92063522, 1.78851259
8173, 34553455, 34553980, 1.20762444, 1.30178547, -3.79365158, 1.32696104
8174, 34554455, 34554982, 1.21081030, 1.29835224, -3.69841385, 1.32696104
8175, 34555455, 34555985, 1.21410358, 1.29530048, -3.60317612, 1.32696104
8176, 34556455, 34556981, 1.21749651, 1.29263020, -3.44444275, 1.90390050
8177, 34557455, 34557979, 1.22098589, 1.28995991, -3.31745911, 1.90390050
8178, 34558455, 34558983, 1.22457099, 1.28728962, -3.19047546, 2.13467646
8179, 34559455, 34559983, 1.22825432, 1.28500080, -3.06349182, 1.55773675
8180, 34560455, 34560982, 1.23204017, 1.28271198, -2.90476227, 2.01928854
8181, 34561455, 34561982, 1.23593342, 1.28042221, -2.80952454, 1.55773675
8182, 34562455, 34562980, 1.23994029, 1.27889633, -2.61904907, 1.32696104
8183, 34563455, 34563982, 1.24406421, 1.27698898, -2.46031570, 1.78851259
8184, 34564455, 34564984, 1.24830723, 1.27546310, -2.33333206, 1.90390050
8185, 34565455, 34565982, 1.25266910, 1.27393723, -2.17460251, 1.67312467
8186, 34566455, 34566987, 1.25714636, 1.27279282, -1.98412704, 1.90390050
8187, 34567455, 34567985, 1.26173294, 1.27164841, -1.82539749, 2.25006437
8188, 34568455, 34568985, 1.26641905, 1.27088547, -1.66666794, 2.13467646
8189, 34569455, 34569981, 1.27119541, 1.27012253, -1.50793839, 1.90390050
8190, 34570455, 34570983, 1.27605224, 1.26935959, -1.34920502, 1.32696104
8191, 34571455, 34571985, 1.28097880, 1.26897812, -1.15872955, 1.78851259
8192, 34572455, 34572992, 1.28596401, 1.26859665, -1.03174591, 1.32696104
8193, 34573455, 34573982, 1.29099977, 1.26821518, -0.87301636, 1.21157312
8194, 34574455, 34574984, 1.29607666, 1.26821518, -0.71428680, 1.44234896
8195, 34575455, 34575984, 1.30118442, 1.26859665, -0.58730316, 1.32696104
8196, 34576455, 34576984, 1.30631471, 1.26859665, -0.42857361, 1.32696104
8197, 34577455, 34577983, 1.31146109, 1.26897812, -0.26984406, 1.32696104
8198, 34578455, 34578981, 1.31661689, 1.26974106, -0.14286041, 1.55773675
8199, 34579455, 34579991, 1.32177639, 1.27050400, 0.01587677, 1.44234896
8200, 34580455, 34580983, 1.32693791, 1.27088547, 0.14286041, 1.78851259
8201, 34581455, 34581987, 1.33209991, 1.27164841, 0.26984406, 1.78851259
8202, 34582455, 34582981, 1.33726490, 1.27279282, 0.42857361, 1.90390050
8203, 34583455, 34583980, 1.34243357, 1.27355576, 0.52381134, 1.55773675
8204, 34584455, 34584986, 1.34760797, 1.27470016, 0.65079498, 1.67312467
8205, 34585455, 34585986, 1.35278976, 1.27622604, 0.74603271, 1.78851259
8206, 34586455, 34586982, 1.35798216, 1.27737045, 0.87301636, 1.67312467
8207, 34587455, 34587982, 1.36318898, 1.27927780, 0.93650818, 1.55773675
8208, 34588455, 34588977, 1.36841357, 1.28080368, 1.06349182, 1.67312467
